Customer_Age,Education_Level,Income_Category,Months_on_book
48,Graduate,$120K +,37
49,College,Less than $40K,43
46,Graduate,Less than $40K,38
38,High School,Less than $40K,28
47,Uneducated,Unknown,36
41,Post-Graduate,$80K - $120K,30
48,Graduate,Less than $40K,21
40,High School,$80K - $120K,36
38,Uneducated,$80K - $120K,32
43,Graduate,Unknown,36
48,Graduate,$40K - $60K,36
38,College,$80K - $120K,30
40,Uneducated,Unknown,28
48,Post-Graduate,$40K - $60K,38
46,Graduate,$80K - $120K,33
44,Graduate,Unknown,27
42,College,Less than $40K,28
39,Uneducated,$60K - $80K,29
40,Post-Graduate,Unknown,27
36,Graduate,$80K - $120K,36
43,Graduate,Less than $40K,36
38,High School,Less than $40K,34
36,College,Unknown,18
40,Graduate,Less than $40K,22
43,Graduate,Unknown,34
43,Graduate,Less than $40K,34
42,Graduate,Less than $40K,38
34,Graduate,Less than $40K,28
40,High School,Less than $40K,22
40,Doctorate,$40K - $60K,27
35,High School,Less than $40K,36
43,Graduate,Less than $40K,36
46,High School,$40K - $60K,40
37,High School,$120K +,26
47,College,Unknown,38
45,High School,Less than $40K,34
50,Doctorate,Unknown,40
46,Graduate,Unknown,36
49,Graduate,$40K - $60K,40
47,Graduate,Less than $40K,36
46,College,$120K +,40
47,Post-Graduate,Unknown,31
46,Post-Graduate,Less than $40K,41
42,Graduate,Less than $40K,32
44,College,$40K - $60K,39
46,Graduate,Less than $40K,33
45,Graduate,Less than $40K,33
42,Graduate,Less than $40K,36
40,College,$40K - $60K,34
40,Uneducated,Less than $40K,24
43,High School,$40K - $60K,24
44,High School,Less than $40K,35
48,Doctorate,Unknown,44
34,College,Less than $40K,36
45,Uneducated,$80K - $120K,25
42,Uneducated,Less than $40K,35
34,Uneducated,Less than $40K,26
42,High School,$60K - $80K,33
44,Uneducated,Less than $40K,36
45,Graduate,Less than $40K,36
44,High School,Less than $40K,36
40,High School,Less than $40K,31
42,Post-Graduate,Less than $40K,35
45,Uneducated,Less than $40K,35
40,Graduate,$120K +,30
46,High School,Less than $40K,26
49,High School,Less than $40K,35
31,Graduate,Unknown,22
46,Uneducated,Unknown,40
38,Graduate,Unknown,27
43,High School,Less than $40K,36
42,College,$40K - $60K,36
33,Doctorate,$40K - $60K,36
49,College,Less than $40K,29
46,College,Less than $40K,41
38,Graduate,Unknown,29
50,Uneducated,Unknown,36
45,College,Unknown,32
41,Graduate,$80K - $120K,31
42,Uneducated,Unknown,32
48,College,Less than $40K,41
44,High School,Unknown,32
45,Graduate,Less than $40K,39
45,Graduate,$40K - $60K,36
49,Graduate,Unknown,43
43,High School,Unknown,36
45,High School,Unknown,39
44,Uneducated,Unknown,36
48,High School,$40K - $60K,43
48,Doctorate,Less than $40K,33
34,Graduate,$40K - $60K,26
43,High School,$60K - $80K,36
44,High School,Less than $40K,38
49,College,Unknown,37
49,Graduate,$80K - $120K,41
41,Uneducated,$60K - $80K,30
43,Graduate,Unknown,33
40,Uneducated,Less than $40K,25
50,Uneducated,$40K - $60K,41
39,Uneducated,Less than $40K,30
33,Graduate,Less than $40K,20
43,Uneducated,Less than $40K,36
47,Uneducated,$40K - $60K,36
42,College,Less than $40K,36
45,Doctorate,$80K - $120K,35
48,High School,$40K - $60K,36
50,Graduate,Less than $40K,41
37,Graduate,$40K - $60K,36
39,Graduate,Less than $40K,29
38,Graduate,Less than $40K,36
38,Post-Graduate,$40K - $60K,28
42,College,$60K - $80K,35
35,High School,Less than $40K,24
42,Uneducated,$120K +,34
37,Uneducated,Unknown,24
43,College,Less than $40K,36
43,High School,$120K +,30
48,Post-Graduate,$40K - $60K,42
46,College,Less than $40K,36
40,College,Unknown,28
50,Uneducated,Less than $40K,36
46,Uneducated,$40K - $60K,39
36,College,Less than $40K,36
49,Uneducated,Less than $40K,36
38,College,Less than $40K,31
40,Uneducated,Less than $40K,28
44,Post-Graduate,Less than $40K,36
45,High School,Less than $40K,34
48,High School,$80K - $120K,36
40,High School,Less than $40K,31
40,College,$80K - $120K,34
33,High School,Less than $40K,21
46,High School,$80K - $120K,39
40,High School,$40K - $60K,32
37,High School,Unknown,36
47,Graduate,Less than $40K,39
38,Graduate,Less than $40K,36
42,Graduate,Less than $40K,31
38,Graduate,Less than $40K,31
47,Post-Graduate,Less than $40K,37
45,High School,$80K - $120K,37
44,Graduate,$40K - $60K,38
47,Graduate,$80K - $120K,32
42,College,$40K - $60K,36
42,Graduate,$40K - $60K,36
44,High School,$60K - $80K,36
46,Graduate,Less than $40K,36
39,High School,$60K - $80K,32
50,Graduate,Less than $40K,37
50,Uneducated,Less than $40K,44
38,High School,$40K - $60K,27
38,Graduate,$80K - $120K,29
38,Graduate,$40K - $60K,33
47,Doctorate,Unknown,42
50,High School,$80K - $120K,39
48,Uneducated,Less than $40K,36
33,Graduate,Less than $40K,19
44,Graduate,$120K +,31
41,Graduate,$60K - $80K,37
50,High School,Less than $40K,37
39,High School,$120K +,33
42,College,Less than $40K,35
33,Doctorate,Less than $40K,26
44,College,Less than $40K,34
42,Graduate,$40K - $60K,36
43,High School,Less than $40K,32
46,Graduate,$40K - $60K,28
40,Graduate,Less than $40K,31
45,Graduate,Unknown,36
49,Graduate,Less than $40K,43
42,High School,$60K - $80K,32
42,High School,$40K - $60K,36
50,Post-Graduate,Less than $40K,45
34,Post-Graduate,Less than $40K,29
42,Graduate,Unknown,32
48,High School,Less than $40K,37
46,High School,$120K +,35
47,Uneducated,Less than $40K,36
42,Graduate,$40K - $60K,34
45,Post-Graduate,$60K - $80K,36
44,Graduate,Less than $40K,40
42,Uneducated,$60K - $80K,30
38,High School,$40K - $60K,19
41,High School,Less than $40K,15
46,Graduate,Unknown,32
47,College,Less than $40K,36
47,Graduate,Less than $40K,34
35,Graduate,Less than $40K,30
42,Uneducated,Unknown,36
48,Uneducated,Unknown,35
40,Doctorate,Less than $40K,21
46,Graduate,Unknown,40
41,Graduate,$40K - $60K,28
48,Graduate,Unknown,37
41,Graduate,Less than $40K,36
38,Graduate,$40K - $60K,20
48,Graduate,Less than $40K,41
38,Uneducated,Unknown,28
45,Doctorate,Less than $40K,36
45,Graduate,Less than $40K,33
38,Graduate,$40K - $60K,36
45,Doctorate,Less than $40K,36
46,Graduate,$40K - $60K,36
41,College,$80K - $120K,22
31,College,Less than $40K,21
49,College,Unknown,36
33,Graduate,Less than $40K,20
46,High School,Less than $40K,36
43,Graduate,Unknown,32
42,High School,Unknown,34
46,Graduate,$120K +,34
45,College,$40K - $60K,37
39,College,$80K - $120K,30
41,College,Less than $40K,36
49,Uneducated,Less than $40K,36
37,High School,$80K - $120K,24
50,Graduate,$80K - $120K,46
46,Doctorate,Less than $40K,33
49,Graduate,Less than $40K,36
35,Graduate,Less than $40K,36
27,High School,Less than $40K,18
41,Uneducated,Less than $40K,31
45,Post-Graduate,$40K - $60K,36
37,College,Less than $40K,26
41,Graduate,Less than $40K,36
47,Graduate,$40K - $60K,30
41,High School,Unknown,32
46,Graduate,Less than $40K,37
43,Graduate,$40K - $60K,36
50,Graduate,Less than $40K,44
46,College,Less than $40K,41
50,College,Less than $40K,36
48,Graduate,Less than $40K,42
36,Post-Graduate,Less than $40K,26
44,High School,Less than $40K,36
39,High School,Less than $40K,25
42,High School,Less than $40K,36
43,Uneducated,$80K - $120K,36
44,Graduate,$60K - $80K,36
33,Graduate,$40K - $60K,18
44,Graduate,$60K - $80K,28
34,Doctorate,Unknown,36
50,Post-Graduate,Less than $40K,36
40,High School,$120K +,31
47,High School,Unknown,36
40,Doctorate,Unknown,27
41,Graduate,$40K - $60K,28
47,High School,$60K - $80K,39
44,College,$40K - $60K,30
34,College,$40K - $60K,20
39,High School,Less than $40K,36
42,Graduate,Less than $40K,36
48,Uneducated,$40K - $60K,34
42,Graduate,Less than $40K,36
43,College,Less than $40K,28
37,Post-Graduate,$40K - $60K,36
46,Uneducated,Unknown,36
49,Uneducated,Less than $40K,31
43,College,$80K - $120K,32
45,College,Less than $40K,29
34,College,Unknown,20
36,Uneducated,Less than $40K,36
45,Graduate,$80K - $120K,36
43,College,Unknown,36
37,High School,Unknown,27
49,Doctorate,Less than $40K,40
43,Graduate,Less than $40K,34
49,High School,$120K +,43
47,Uneducated,Unknown,36
29,Graduate,Less than $40K,36
50,Graduate,Less than $40K,39
49,High School,$40K - $60K,43
47,High School,$60K - $80K,39
42,College,$40K - $60K,34
48,High School,Less than $40K,32
39,Graduate,Unknown,23
46,Graduate,Less than $40K,36
42,College,$40K - $60K,28
48,Uneducated,Less than $40K,38
34,Graduate,Less than $40K,36
42,Graduate,Less than $40K,36
41,Graduate,Less than $40K,29
50,Graduate,Unknown,36
48,Doctorate,Unknown,36
44,High School,Unknown,36
42,High School,Less than $40K,30
47,Graduate,Less than $40K,37
42,Graduate,$60K - $80K,36
50,Uneducated,$120K +,38
27,College,Less than $40K,20
38,High School,$40K - $60K,30
33,High School,$40K - $60K,23
48,Doctorate,Less than $40K,43
41,Graduate,Less than $40K,32
50,Uneducated,Less than $40K,36
34,Graduate,$40K - $60K,28
49,Uneducated,Less than $40K,36
44,High School,Less than $40K,25
47,Graduate,Less than $40K,38
49,Uneducated,$40K - $60K,38
41,College,$80K - $120K,31
45,High School,Less than $40K,37
42,Graduate,$80K - $120K,26
38,College,Less than $40K,33
26,Graduate,Less than $40K,19
46,Graduate,$80K - $120K,36
43,Graduate,Less than $40K,38
48,High School,Less than $40K,36
38,College,Unknown,29
48,High School,Less than $40K,40
41,Doctorate,$40K - $60K,33
46,College,$40K - $60K,41
36,Graduate,Less than $40K,27
44,Graduate,Less than $40K,32
38,College,Less than $40K,33
50,High School,Less than $40K,36
46,Doctorate,Less than $40K,36
40,High School,Less than $40K,33
38,High School,Less than $40K,16
44,Doctorate,Less than $40K,36
46,College,$40K - $60K,34
50,Graduate,Less than $40K,36
38,High School,$60K - $80K,32
44,High School,$40K - $60K,28
40,College,$40K - $60K,30
47,Doctorate,Unknown,38
31,High School,Less than $40K,25
48,Doctorate,$60K - $80K,43
47,High School,$40K - $60K,27
35,High School,Unknown,36
46,High School,Unknown,38
48,College,$80K - $120K,41
41,Doctorate,$120K +,28
43,Graduate,$60K - $80K,38
48,Uneducated,Less than $40K,29
49,College,$40K - $60K,31
47,High School,$80K - $120K,36
43,High School,$80K - $120K,36
49,Graduate,$120K +,37
43,High School,$60K - $80K,36
48,College,Less than $40K,42
50,Uneducated,$60K - $80K,44
44,Graduate,Less than $40K,39
43,Graduate,Less than $40K,35
48,Graduate,Less than $40K,36
42,Graduate,Less than $40K,29
45,Graduate,Less than $40K,35
39,Graduate,Less than $40K,32
45,Doctorate,$40K - $60K,32
48,Uneducated,$40K - $60K,38
45,College,$60K - $80K,39
50,Graduate,Less than $40K,30
49,High School,Unknown,32
44,High School,Less than $40K,36
46,Graduate,Less than $40K,34
48,High School,Unknown,38
50,High School,Less than $40K,42
42,Uneducated,$40K - $60K,35
43,Uneducated,$60K - $80K,30
39,High School,Less than $40K,36
35,Graduate,Less than $40K,31
36,Graduate,Less than $40K,29
50,High School,Less than $40K,36
42,College,Unknown,27
43,Graduate,Less than $40K,32
46,High School,Less than $40K,41
40,Graduate,$40K - $60K,27
43,Graduate,Less than $40K,36
49,Graduate,Less than $40K,43
49,High School,Less than $40K,42
47,Uneducated,Less than $40K,29
44,College,Unknown,40
42,High School,Less than $40K,23
36,Uneducated,Less than $40K,30
44,High School,$40K - $60K,31
48,High School,Less than $40K,40
47,High School,$60K - $80K,36
46,High School,$40K - $60K,34
34,Post-Graduate,Less than $40K,27
45,Doctorate,Less than $40K,27
39,Uneducated,Unknown,30
49,Doctorate,$40K - $60K,31
43,Graduate,$40K - $60K,36
41,College,Less than $40K,35
42,Graduate,Less than $40K,37
43,High School,Less than $40K,24
45,College,$40K - $60K,36
44,Uneducated,Less than $40K,28
44,High School,Less than $40K,40
38,High School,Less than $40K,30
43,High School,$80K - $120K,30
48,Graduate,$60K - $80K,36
42,College,$60K - $80K,35
50,Uneducated,$120K +,36
46,High School,Less than $40K,41
33,Uneducated,Less than $40K,23
37,Doctorate,$120K +,31
43,High School,$60K - $80K,35
42,Uneducated,$60K - $80K,34
44,Uneducated,Less than $40K,32
43,Graduate,$40K - $60K,31
38,High School,Less than $40K,26
49,Graduate,Less than $40K,43
45,Doctorate,$80K - $120K,39
40,College,$60K - $80K,28
41,High School,$60K - $80K,33
49,Post-Graduate,Less than $40K,43
33,College,Less than $40K,36
45,Uneducated,Unknown,40
35,Doctorate,Less than $40K,27
41,High School,Less than $40K,29
48,High School,Unknown,44
49,High School,$60K - $80K,36
45,College,Less than $40K,40
42,Graduate,Less than $40K,32
41,Graduate,$120K +,32
37,College,$40K - $60K,32
44,Graduate,$60K - $80K,37
46,Uneducated,Unknown,35
45,Uneducated,Unknown,36
43,High School,$60K - $80K,31
40,High School,Less than $40K,35
39,Doctorate,Less than $40K,32
44,High School,Less than $40K,29
49,Uneducated,Unknown,40
41,High School,Less than $40K,21
50,Graduate,$60K - $80K,45
39,High School,Unknown,36
48,College,$120K +,36
50,Graduate,$120K +,41
40,College,$40K - $60K,36
47,Post-Graduate,$40K - $60K,40
45,Uneducated,$120K +,35
35,Uneducated,Unknown,25
44,Uneducated,$60K - $80K,38
41,Doctorate,Unknown,36
42,Uneducated,Unknown,36
45,High School,$40K - $60K,36
50,Graduate,Less than $40K,41
49,Graduate,Less than $40K,43
47,Uneducated,$40K - $60K,36
46,High School,Less than $40K,33
44,Graduate,$40K - $60K,35
43,Uneducated,Less than $40K,25
42,Uneducated,$60K - $80K,36
50,Uneducated,Less than $40K,36
38,High School,$40K - $60K,25
44,Graduate,Less than $40K,25
46,Uneducated,$60K - $80K,30
38,College,Less than $40K,36
46,Graduate,$60K - $80K,34
30,Graduate,Less than $40K,36
49,Uneducated,Less than $40K,38
37,College,Less than $40K,27
44,High School,Less than $40K,32
45,High School,$60K - $80K,32
50,Graduate,$120K +,33
45,Doctorate,$60K - $80K,37
44,Uneducated,$60K - $80K,36
47,Graduate,Less than $40K,36
38,High School,$40K - $60K,36
49,Graduate,$40K - $60K,30
39,Graduate,$40K - $60K,25
50,High School,$40K - $60K,40
50,High School,$40K - $60K,43
46,College,Less than $40K,38
42,High School,Unknown,30
49,High School,$80K - $120K,31
45,Uneducated,$40K - $60K,36
49,Graduate,Unknown,39
41,High School,Less than $40K,36
45,Graduate,Less than $40K,33
44,Graduate,Less than $40K,31
42,College,$60K - $80K,23
37,Uneducated,$40K - $60K,27
42,Graduate,$40K - $60K,23
42,Post-Graduate,$80K - $120K,37
48,High School,Less than $40K,36
44,Graduate,Less than $40K,39
44,College,$40K - $60K,27
45,Uneducated,Less than $40K,36
50,Graduate,Less than $40K,38
46,Graduate,Less than $40K,40
40,Graduate,Unknown,28
34,High School,$40K - $60K,36
48,Graduate,Unknown,41
48,Graduate,Unknown,41
47,Graduate,Less than $40K,30
48,Graduate,Less than $40K,37
41,Graduate,Less than $40K,24
47,Uneducated,Unknown,35
45,Graduate,Unknown,36
26,Uneducated,Unknown,13
46,College,Unknown,33
49,College,Less than $40K,40
41,Graduate,$60K - $80K,28
46,College,Unknown,35
42,Graduate,$40K - $60K,36
46,College,Less than $40K,36
42,High School,$40K - $60K,30
43,Graduate,Less than $40K,34
35,High School,Less than $40K,36
42,College,Less than $40K,28
48,Uneducated,$40K - $60K,42
31,Uneducated,Less than $40K,20
50,Post-Graduate,$60K - $80K,36
35,Doctorate,Unknown,24
46,Graduate,$120K +,34
49,Graduate,Less than $40K,36
50,Graduate,Less than $40K,36
45,High School,Unknown,26
45,Graduate,Less than $40K,33
45,High School,Less than $40K,35
45,High School,Less than $40K,36
48,Graduate,Less than $40K,35
42,Uneducated,Less than $40K,28
43,Uneducated,Less than $40K,30
37,Graduate,Less than $40K,31
48,Uneducated,Unknown,38
34,Graduate,Less than $40K,28
50,Graduate,Less than $40K,45
36,Doctorate,Less than $40K,25
44,Graduate,Less than $40K,28
47,Graduate,$80K - $120K,42
45,Graduate,Less than $40K,35
38,Uneducated,Less than $40K,25
45,College,$60K - $80K,35
34,High School,$80K - $120K,25
44,Doctorate,Unknown,40
47,Graduate,$60K - $80K,40
43,Graduate,$40K - $60K,23
41,College,$40K - $60K,32
48,College,Unknown,40
50,Uneducated,Less than $40K,34
42,Uneducated,Less than $40K,24
39,Graduate,Unknown,26
46,Uneducated,$60K - $80K,33
39,Doctorate,$60K - $80K,36
40,Uneducated,Less than $40K,30
43,Doctorate,$40K - $60K,35
49,Graduate,$40K - $60K,32
46,Uneducated,Unknown,28
44,College,$80K - $120K,34
47,Uneducated,$40K - $60K,36
33,Graduate,$40K - $60K,20
38,High School,$80K - $120K,29
35,Graduate,Unknown,25
45,College,Less than $40K,41
41,Graduate,Less than $40K,28
42,Uneducated,$40K - $60K,38
45,Uneducated,Less than $40K,32
45,Post-Graduate,Less than $40K,32
40,High School,Less than $40K,28
50,Post-Graduate,Unknown,46
45,Graduate,Less than $40K,39
42,College,$40K - $60K,35
49,Graduate,Less than $40K,42
48,Graduate,Less than $40K,40
44,Post-Graduate,Less than $40K,32
41,Graduate,Less than $40K,28
45,Uneducated,Less than $40K,36
48,Graduate,Less than $40K,36
40,Uneducated,Less than $40K,27
47,Graduate,$40K - $60K,36
39,Uneducated,Less than $40K,35
29,Uneducated,Less than $40K,21
44,High School,Less than $40K,35
46,High School,$40K - $60K,36
40,Graduate,Less than $40K,36
40,Uneducated,Less than $40K,27
42,Uneducated,$40K - $60K,29
38,Uneducated,Less than $40K,27
49,High School,$80K - $120K,36
38,College,Less than $40K,27
44,Graduate,Unknown,26
44,Uneducated,Less than $40K,37
47,High School,Less than $40K,36
50,High School,Less than $40K,42
44,Graduate,Less than $40K,36
39,Graduate,$60K - $80K,19
42,High School,$60K - $80K,38
48,Graduate,$40K - $60K,43
47,Post-Graduate,$80K - $120K,35
33,College,$40K - $60K,26
36,Graduate,$40K - $60K,36
39,Graduate,Less than $40K,21
41,High School,Less than $40K,36
29,College,Less than $40K,19
39,High School,$40K - $60K,21
49,High School,$60K - $80K,36
43,Graduate,Less than $40K,36
48,Graduate,$80K - $120K,33
50,Post-Graduate,$60K - $80K,45
47,Uneducated,$60K - $80K,41
43,Graduate,$80K - $120K,38
42,High School,$80K - $120K,36
49,Graduate,Less than $40K,36
47,Uneducated,Less than $40K,41
44,Post-Graduate,$80K - $120K,32
44,High School,$120K +,34
41,Graduate,$40K - $60K,37
49,High School,$60K - $80K,36
42,College,Less than $40K,13
50,High School,$80K - $120K,39
48,Graduate,$60K - $80K,36
44,Uneducated,$80K - $120K,33
40,High School,$40K - $60K,35
42,Graduate,$80K - $120K,36
42,Graduate,Less than $40K,36
42,High School,Less than $40K,36
46,Uneducated,Less than $40K,37
48,Post-Graduate,Less than $40K,36
44,High School,$40K - $60K,36
42,Post-Graduate,Less than $40K,28
40,College,$60K - $80K,36
45,Uneducated,$80K - $120K,35
49,Graduate,$80K - $120K,43
47,Uneducated,$60K - $80K,36
45,High School,Less than $40K,32
43,College,$60K - $80K,36
42,Graduate,$60K - $80K,29
42,High School,$80K - $120K,23
43,College,Unknown,36
40,High School,$60K - $80K,28
50,College,Unknown,44
49,Graduate,$40K - $60K,40
44,Uneducated,$80K - $120K,31
42,Graduate,Unknown,31
43,High School,Less than $40K,36
40,Uneducated,Less than $40K,30
49,Doctorate,$80K - $120K,36
38,High School,Unknown,27
50,High School,Less than $40K,38
42,High School,$60K - $80K,27
43,High School,Unknown,30
43,Graduate,Less than $40K,35
50,Uneducated,Less than $40K,42
48,High School,$120K +,40
41,Graduate,$120K +,36
44,High School,$60K - $80K,36
44,College,$40K - $60K,39
43,College,Less than $40K,37
47,Post-Graduate,$80K - $120K,30
47,Doctorate,$40K - $60K,39
38,High School,$120K +,30
46,High School,$40K - $60K,42
41,Uneducated,$40K - $60K,36
47,Graduate,$80K - $120K,41
41,Graduate,$80K - $120K,30
49,Uneducated,$40K - $60K,37
44,Graduate,$80K - $120K,37
48,Post-Graduate,Less than $40K,38
44,Graduate,$60K - $80K,24
50,Doctorate,Unknown,36
49,High School,Unknown,36
42,Uneducated,$80K - $120K,36
46,Graduate,$40K - $60K,34
41,College,$40K - $60K,32
39,Doctorate,Less than $40K,27
46,Graduate,Less than $40K,30
45,Graduate,Less than $40K,31
44,Graduate,Less than $40K,34
47,High School,Unknown,31
46,Uneducated,$60K - $80K,33
38,Graduate,Less than $40K,31
46,Graduate,Less than $40K,36
47,College,$60K - $80K,41
46,Doctorate,$60K - $80K,36
45,Graduate,$40K - $60K,36
50,High School,$40K - $60K,39
43,High School,Less than $40K,36
48,College,$40K - $60K,34
50,Graduate,Less than $40K,43
40,Graduate,$40K - $60K,36
46,College,$40K - $60K,36
45,College,$60K - $80K,35
49,Graduate,Less than $40K,38
47,Graduate,$80K - $120K,36
47,Uneducated,$80K - $120K,36
43,High School,$60K - $80K,33
49,College,$80K - $120K,38
40,College,$40K - $60K,28
46,High School,$40K - $60K,32
41,High School,$80K - $120K,28
50,High School,$120K +,40
44,High School,$120K +,36
49,Uneducated,$60K - $80K,36
47,Doctorate,$40K - $60K,42
50,Uneducated,$80K - $120K,35
44,Graduate,$120K +,36
48,Graduate,$60K - $80K,37
47,College,$60K - $80K,39
43,Uneducated,$60K - $80K,31
40,High School,$80K - $120K,26
41,Graduate,$80K - $120K,33
46,High School,Less than $40K,36
47,High School,Unknown,42
44,Graduate,$60K - $80K,36
39,Uneducated,$80K - $120K,31
46,High School,$40K - $60K,36
44,Graduate,$40K - $60K,36
50,Graduate,Less than $40K,40
44,Doctorate,$80K - $120K,38
46,Graduate,Less than $40K,36
49,Uneducated,$120K +,38
47,Post-Graduate,Unknown,38
39,Post-Graduate,$80K - $120K,29
46,Uneducated,Less than $40K,35
43,College,Less than $40K,34
44,Graduate,$60K - $80K,32
48,High School,$40K - $60K,42
41,Uneducated,$80K - $120K,28
45,Post-Graduate,Less than $40K,36
44,Post-Graduate,$80K - $120K,36
39,Uneducated,$60K - $80K,29
40,Doctorate,Less than $40K,36
41,Graduate,$120K +,36
50,High School,$120K +,41
50,Uneducated,Less than $40K,36
49,Graduate,$80K - $120K,39
49,Graduate,$120K +,40
41,Graduate,$80K - $120K,37
36,Uneducated,$40K - $60K,16
42,Graduate,$60K - $80K,33
49,College,Less than $40K,38
41,Graduate,$60K - $80K,36
49,Uneducated,$80K - $120K,39
46,Doctorate,$120K +,31
43,Post-Graduate,$40K - $60K,36
48,Post-Graduate,Unknown,37
41,High School,$120K +,32
49,Uneducated,$80K - $120K,45
47,Uneducated,$40K - $60K,42
40,Graduate,Unknown,24
46,Graduate,Unknown,36
42,Graduate,Less than $40K,33
46,Graduate,Less than $40K,36
41,College,Less than $40K,31
47,Uneducated,$80K - $120K,38
43,Post-Graduate,$40K - $60K,25
47,Graduate,Less than $40K,40
44,Graduate,$80K - $120K,29
45,Uneducated,$80K - $120K,33
40,High School,$40K - $60K,32
50,Uneducated,Unknown,34
47,Uneducated,Unknown,35
44,High School,Less than $40K,36
50,Graduate,$80K - $120K,42
49,Post-Graduate,$60K - $80K,42
49,Graduate,Less than $40K,36
39,Uneducated,Less than $40K,31
43,High School,$120K +,30
43,High School,Less than $40K,35
45,Graduate,Unknown,36
47,College,Unknown,36
45,College,Less than $40K,36
34,Graduate,Unknown,16
33,Doctorate,Less than $40K,24
42,College,$40K - $60K,27
49,Graduate,$80K - $120K,36
39,Graduate,Less than $40K,30
40,College,$40K - $60K,28
46,College,$80K - $120K,32
44,Graduate,Less than $40K,26
46,Graduate,$80K - $120K,39
37,High School,$80K - $120K,19
45,High School,$60K - $80K,25
44,Graduate,Less than $40K,40
47,Graduate,Less than $40K,43
45,High School,Less than $40K,33
46,Graduate,Less than $40K,27
43,High School,Less than $40K,38
46,High School,Less than $40K,36
41,Graduate,$60K - $80K,31
49,Graduate,$60K - $80K,42
46,Graduate,$40K - $60K,37
43,Post-Graduate,$40K - $60K,31
49,High School,$80K - $120K,40
41,Uneducated,$120K +,24
37,High School,$80K - $120K,36
50,Doctorate,$120K +,39
40,Uneducated,$120K +,36
45,High School,$40K - $60K,36
48,College,Less than $40K,41
39,High School,Less than $40K,33
49,College,Less than $40K,36
43,Graduate,Less than $40K,38
45,Graduate,$60K - $80K,31
38,High School,$120K +,30
39,Graduate,$40K - $60K,23
49,Graduate,Less than $40K,38
45,Graduate,$120K +,38
40,Doctorate,Less than $40K,29
49,College,$60K - $80K,35
48,Post-Graduate,$80K - $120K,38
43,Graduate,Unknown,36
42,Graduate,$120K +,36
49,High School,$120K +,36
43,Uneducated,$120K +,36
45,High School,$80K - $120K,34
38,Graduate,Less than $40K,29
44,Uneducated,$120K +,33
45,Graduate,$120K +,34
41,Graduate,$80K - $120K,29
49,Uneducated,Less than $40K,37
50,Graduate,$120K +,42
42,Graduate,$120K +,32
45,Doctorate,$40K - $60K,36
41,Post-Graduate,$80K - $120K,36
44,College,Less than $40K,32
48,Graduate,$80K - $120K,36
40,Uneducated,$60K - $80K,30
49,High School,$80K - $120K,39
43,Graduate,$80K - $120K,35
44,High School,Unknown,36
49,Graduate,$60K - $80K,45
38,College,$120K +,26
49,Graduate,$120K +,36
47,Graduate,$40K - $60K,35
46,Uneducated,$80K - $120K,36
44,Graduate,$60K - $80K,34
41,Graduate,Less than $40K,36
42,Post-Graduate,$60K - $80K,36
44,Uneducated,Unknown,33
47,Uneducated,$120K +,29
45,Graduate,$60K - $80K,35
50,High School,$80K - $120K,31
41,High School,$60K - $80K,32
45,College,$40K - $60K,31
40,Post-Graduate,$40K - $60K,28
43,College,$80K - $120K,34
49,Graduate,Less than $40K,43
47,College,Less than $40K,34
43,High School,$40K - $60K,35
44,Uneducated,Less than $40K,36
42,Graduate,Unknown,36
44,High School,$40K - $60K,32
42,Post-Graduate,$60K - $80K,27
40,Graduate,Less than $40K,30
50,Doctorate,Less than $40K,40
50,Post-Graduate,$80K - $120K,38
46,College,$120K +,40
45,Uneducated,$60K - $80K,32
50,Graduate,$80K - $120K,45
48,College,$80K - $120K,40
50,High School,Less than $40K,35
46,College,$60K - $80K,37
46,High School,$40K - $60K,42
40,Post-Graduate,$120K +,26
43,Graduate,$80K - $120K,36
48,Graduate,$60K - $80K,36
38,Uneducated,$80K - $120K,22
46,High School,$120K +,42
44,Uneducated,$40K - $60K,40
39,College,$40K - $60K,32
50,College,$60K - $80K,42
41,Graduate,Less than $40K,31
49,Graduate,Less than $40K,37
42,Graduate,$80K - $120K,36
46,Uneducated,$60K - $80K,35
44,Graduate,$80K - $120K,36
38,College,Less than $40K,32
50,Graduate,$60K - $80K,37
47,Graduate,Less than $40K,36
38,Uneducated,$80K - $120K,36
45,High School,$60K - $80K,36
35,High School,Unknown,26
44,Graduate,$60K - $80K,24
40,Graduate,$80K - $120K,30
45,Uneducated,$40K - $60K,27
44,Graduate,Less than $40K,17
47,Graduate,$120K +,42
45,High School,Unknown,40
48,High School,Less than $40K,30
40,Uneducated,Less than $40K,34
50,Graduate,$80K - $120K,35
38,College,Less than $40K,32
43,College,$40K - $60K,32
45,Graduate,Less than $40K,38
49,Uneducated,$120K +,38
44,High School,$80K - $120K,36
46,Post-Graduate,$40K - $60K,36
40,Graduate,$40K - $60K,36
45,Graduate,$80K - $120K,40
50,Uneducated,$40K - $60K,43
45,Graduate,Less than $40K,40
38,High School,$40K - $60K,26
44,Doctorate,$40K - $60K,30
42,Uneducated,$40K - $60K,37
44,High School,$60K - $80K,39
48,Graduate,$60K - $80K,37
48,Graduate,$80K - $120K,40
47,Graduate,$40K - $60K,42
49,Graduate,$120K +,29
47,College,$40K - $60K,41
47,Uneducated,$80K - $120K,41
45,Doctorate,$120K +,36
49,Graduate,Less than $40K,39
44,Uneducated,Less than $40K,36
50,Post-Graduate,$80K - $120K,36
